what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444803827388
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444803827431
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444803828359
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1444803836000
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444803852015
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1444803854562
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444803863031
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444803890789
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444803896945
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444803904805
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444803908575
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444803911117
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444803914692
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444803921811
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444803925961
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444803966465
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1444803968590
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1444803971482
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1444803982149
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1444803983323
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1444803990405
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1444803995925
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1444804003868
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444804003946
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444804007136
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444804009235
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444804012160
