what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.0.v201005191955,"org.eclipse.jst.ws.jaxrs.core",1444841367919
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1444841367920
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1444841367921
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1444841367922
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1444841367923
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1444841367923
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1444841367923
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1444841367924
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1444841367925
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1444841367926
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1444841367927
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1444841367927
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1444841367928
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1444841367929
started,bundle,org.eclipse.pde.ui,3.6.0.v20100601,"org.eclipse.pde.ui",1444841367931
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1444841367933
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1444841367933
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1444841367934
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1444841367935
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1444841367936
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1444841367937
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1444841367938
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1444841367938
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1444841367939
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1444841367942
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1444841367944
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1444841367945
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1444841367946
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1444841367947
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1444841367948
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1444841367948
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1444841367950
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1444841367951
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1444841367952
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1444841367953
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1444841367954
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1444841367955
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1444841367956
os,sysinfo,,,"win32",1444841367959
arch,sysinfo,,,"x86",1444841367959
ws,sysinfo,,,"win32",1444841367959
locale,sysinfo,,,"en_US",1444841367959
processors,sysinfo,,,"4",1444841367959
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1444841367959
java.runtime.version,sysinfo,,,"1.7.0_67-b01",1444841367959
java.specification.name,sysinfo,,,"Java Platform API Specification",1444841367959
java.specification.vendor,sysinfo,,,"Oracle Corporation",1444841367959
java.specification.version,sysinfo,,,"1.7",1444841367959
java.vendor,sysinfo,,,"Oracle Corporation",1444841367959
java.version,sysinfo,,,"1.7.0_67",1444841367959
java.vm.info,sysinfo,,,"mixed mode, sharing",1444841367959
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1444841367959
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1444841367959
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1444841367959
java.vm.specification.version,sysinfo,,,"1.7",1444841367959
java.vm.vendor,sysinfo,,,"Oracle Corporation",1444841367959
java.vm.version,sysinfo,,,"24.65-b04",1444841367959
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444841430195
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444841431180
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1444841439329
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1444841444685
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444841445161
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444852761533
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1444852764956
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444852768794
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444852783570
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444852789073
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444852803512
