what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810222613
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810227070
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810229916
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810232292
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810234315
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1444810254306
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810255377
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810262664
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810266375
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810288617
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1444810288667
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810397707
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810399454
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1444810400579
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1444810414092
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810415484
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810417173
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810419486
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810420799
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1444810427253
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810439588
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810439655
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810443416
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810505125
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810505924
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810507352
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810508060
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810519190
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810526618
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810528540
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1444810532224
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810552087
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810554072
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810562792
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810568987
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1444810571316
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810583294
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810583378
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810587113
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810591596
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1444810591641
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1444810607498
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810623419
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810651882
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810653162
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810661133
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810663934
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810665653
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810666935
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444810681766
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1444810690237
